RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
2454,0,6/15/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,RED,AUTO,1,Alloy,51805,AMERICAN,MEDIUM,CHRYSLER,8533,9667,12425,13530,8596,9615,12295,13790,NULL,NULL,19619,45005,OH,8105,0,920
2455,1,6/15/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,BLUE,AUTO,1,Alloy,49507,AMERICAN,MEDIUM,CHRYSLER,8533,9667,12425,13530,8755,9930,12438,13612,NULL,NULL,19619,45005,OH,8005,0,834
2456,1,6/22/2010,ADESA,2004,6,CHRYSLER,PACIFICA FWD,,4D SPORT TOURER,SILVER,AUTO,1,Alloy,80408,AMERICAN,CROSSOVER,CHRYSLER,6044,7480,9786,11638,6130,7387,9745,11429,NULL,NULL,52117,45005,OH,8260,0,1503
2457,0,6/22/2010,ADESA,2006,4,DODGE,CHARGER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,73447,AMERICAN,SPECIALTY,CHRYSLER,8737,10078,12739,14082,8062,9534,12430,13972,NULL,NULL,52117,45005,OH,9890,0,1389
2458,0,6/22/2010,ADESA,2005,5,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,BLACK,AUTO,1,Alloy,82647,AMERICAN,SMALL SUV,FORD,5726,7194,9194,10628,5592,7374,9150,11885,NULL,NULL,52117,45005,OH,7195,0,983
2459,0,6/22/2010,ADESA,2004,6,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L,BLUE,AUTO,1,Alloy,97412,AMERICAN,LARGE TRUCK,GM,6102,7734,10582,12157,6350,8160,11111,12840,NULL,NULL,52117,45005,OH,8910,0,1341
2460,0,6/22/2010,ADESA,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,SILVER,AUTO,1,Alloy,93456,AMERICAN,MEDIUM,CHRYSLER,4348,5415,7612,8800,4271,5586,7709,9162,NULL,NULL,52117,45005,OH,4675,0,1341
2461,0,6/29/2010,ADESA,2006,4,DODGE,CHARGER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,57157,AMERICAN,SPECIALTY,CHRYSLER,8769,10010,11837,13163,9212,10818,11893,13808,NO,GREEN,52117,45005,OH,10120,0,1086
2462,0,6/29/2010,ADESA,2004,6,TOYOTA,CAMRY 4C,LE,4D SEDAN LE,BLUE,AUTO,3,Special,98869,TOP LINE ASIAN,MEDIUM,OTHER,6138,7147,8856,11202,6158,7282,9537,11127,NULL,NULL,52117,45005,OH,7860,0,620
2463,0,6/29/2010,ADESA,2006,4,JEEP,LIBERTY 2WD V6,Spo,4D SUV,GOLD,AUTO,1,Alloy,76181,AMERICAN,SMALL SUV,CHRYSLER,8737,10232,11877,13227,8155,9883,11944,13307,NULL,NULL,52117,45005,OH,7295,0,686
2464,0,6/29/2010,ADESA,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,SILVER,AUTO,2,Covers,61883,AMERICAN,MEDIUM,GM,9850,11350,14118,15201,9748,11532,13578,15301,NULL,NULL,52117,45005,OH,8765,0,1118
2465,0,6/29/2010,ADESA,2005,5,JEEP,LIBERTY 4WD V6,Spo,4D SUV,BEIGE,AUTO,1,Alloy,96949,AMERICAN,SMALL SUV,CHRYSLER,7393,9243,10834,12701,7399,9105,11265,12954,NULL,NULL,52117,45005,OH,6895,0,1053
2466,0,6/29/2010,ADESA,2005,5,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,GREY,AUTO,1,Alloy,84663,AMERICAN,MEDIUM SUV,GM,7758,9106,11484,12916,7118,8267,10913,12124,NULL,NULL,52117,45005,OH,8305,0,1503
2467,1,6/29/2010,ADESA,2003,7,FORD,MUSTANG V6,Bas,2D COUPE,WHITE,AUTO,1,Alloy,79279,AMERICAN,SPORTS,FORD,4641,5691,8204,10060,4128,5179,7202,8435,NULL,NULL,52117,45005,OH,6685,0,1103
2468,0,6/29/2010,ADESA,2007,3,CHRYSLER,PACIFICA FWD,Bas,4D SPORT,SILVER,AUTO,2,Covers,89910,AMERICAN,CROSSOVER,CHRYSLER,9784,11551,13836,15432,9643,11360,13985,15598,NULL,NULL,52117,45005,OH,8105,0,1503
2469,0,7/6/2010,ADESA,2003,7,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,84440,AMERICAN,MEDIUM,CHRYSLER,2885,3781,5797,6811,3364,4216,6310,7342,NULL,NULL,52117,45005,OH,4025,0,1803
2470,0,7/6/2010,ADESA,2003,7,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,80114,AMERICAN,MEDIUM SUV,GM,6254,8939,10183,13618,5368,6894,8985,11047,NULL,NULL,52117,45005,OH,8555,0,2452
2471,0,7/6/2010,ADESA,2005,5,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,SILVER,AUTO,1,Alloy,84473,AMERICAN,SMALL SUV,FORD,6340,7694,9704,11467,5786,7159,9347,11138,NULL,NULL,52117,45005,OH,7345,0,983
2472,0,7/6/2010,ADESA,2008,2,KIA,OPTIMA 4C,LX,4D SEDAN,BLACK,AUTO,2,Covers,76644,OTHER ASIAN,MEDIUM,OTHER,8254,8846,11525,11966,7312,8327,10910,11520,NULL,NULL,52117,45005,OH,7195,0,803
2473,0,7/6/2010,ADESA,2008,2,CHRYSLER,300,LX,4D SEDAN,GREY,AUTO,2,Covers,79067,AMERICAN,SPECIALTY,CHRYSLER,11486,12873,15556,16912,11547,13018,15697,16960,NULL,NULL,52117,45005,OH,10290,0,1389
2474,0,7/6/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,69408,AMERICAN,MEDIUM,CHRYSLER,8022,9185,12212,13022,7693,9035,10905,12328,NULL,NULL,52117,45005,OH,8275,0,1020
2475,0,7/6/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,66559,AMERICAN,COMPACT,GM,4847,5936,8468,9350,4747,5993,8149,9322,NULL,NULL,52117,45005,OH,6185,0,728
2476,0,7/6/2010,ADESA,2004,6,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,GREY,AUTO,1,Alloy,65246,AMERICAN,LARGE,GM,3921,5107,6782,8250,4005,5316,7409,8800,NULL,NULL,52117,45005,OH,7095,0,1703
2477,0,7/6/2010,ADESA,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,95185,AMERICAN,MEDIUM SUV,GM,8078,9830,12958,14440,7983,9770,12348,14040,NULL,NULL,52117,45005,OH,8705,0,2351
2478,0,7/6/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,70212,AMERICAN,MEDIUM,CHRYSLER,7461,8578,11098,12382,7652,8699,11202,12641,NULL,NULL,52117,45005,OH,7875,0,1155
2479,0,7/6/2010,ADESA,2007,3,PONTIAC,VIBE,,4D WAGON,SILVER,AUTO,2,Covers,85325,AMERICAN,MEDIUM,GM,6916,8509,10325,12594,7511,8853,10835,12342,NULL,NULL,52117,45005,OH,6955,0,594
2480,0,7/13/2010,ADESA,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 3.5L,SILVER,AUTO,2,Covers,67200,AMERICAN,SPECIALTY,CHRYSLER,10787,12499,14615,16203,10245,11857,14508,15966,NULL,NULL,52117,45005,OH,9260,0,1215
2481,0,7/13/2010,ADESA,2008,2,CHRYSLER,PACIFICA FWD,LX,4D SPORT,SILVER,AUTO,1,Alloy,80076,AMERICAN,CROSSOVER,CHRYSLER,8488,10043,12672,14290,9440,10873,14139,15292,NULL,NULL,52117,45005,OH,8205,0,1503
2482,0,7/13/2010,ADESA,2005,5,PONTIAC,SUNFIRE,,2D COUPE SE,BLUE,AUTO,2,Covers,69098,AMERICAN,COMPACT,GM,2976,4188,6288,7807,3300,4261,6199,7585,NULL,NULL,52117,45005,OH,4575,0,1020
2483,0,7/13/2010,ADESA,2005,5,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,SILVER,AUTO,1,Alloy,88850,AMERICAN,LARGE,GM,4906,6452,8238,9810,4359,5536,7572,8870,NULL,NULL,52117,45005,OH,5785,0,2152
2484,0,7/13/2010,ADESA,2006,4,CHRYSLER,300,Bas,4D SEDAN,GREY,AUTO,2,Covers,76661,AMERICAN,SPECIALTY,CHRYSLER,9354,11052,13248,15183,8384,10117,12005,14254,NULL,NULL,52117,45005,OH,9110,0,1389
2485,0,7/13/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,78683,AMERICAN,LARGE,GM,6173,7720,9911,11514,6275,7894,9903,11292,NULL,NULL,52117,45005,OH,7055,0,1974
2486,0,7/13/2010,ADESA,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,RED,AUTO,1,Alloy,74487,AMERICAN,LARGE,GM,8642,10288,12357,14213,8772,10422,13014,14604,NULL,NULL,52117,45005,OH,8205,0,1974
2487,0,7/13/2010,ADESA,2005,5,TOYOTA,CAMRY 4C,Bas,4D SEDAN,GREY,AUTO,2,Covers,90932,TOP LINE ASIAN,MEDIUM,OTHER,7064,8066,10771,12281,7435,8237,10430,11877,NULL,NULL,52117,45005,OH,7755,0,620
2488,1,7/13/2010,ADESA,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,65836,AMERICAN,MEDIUM,CHRYSLER,3460,4384,6665,7772,3343,4389,7338,9634,NULL,NULL,52117,45005,OH,5630,0,1215
2489,0,7/13/2010,ADESA,2005,5,PONTIAC,G6 V6,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,66555,AMERICAN,MEDIUM,GM,5276,6201,8858,9689,5103,6337,8634,9860,NULL,NULL,52117,45005,OH,6385,0,1118
2490,0,7/20/2010,ADESA,2005,5,DODGE,DURANGO 2WD V6,ST,4D SUV 3.7L,BLUE,AUTO,1,Alloy,84427,AMERICAN,MEDIUM SUV,CHRYSLER,6676,8665,10223,11531,6155,7502,9935,10788,NULL,NULL,52117,45005,OH,7905,0,1373
2491,0,7/20/2010,ADESA,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,RED,AUTO,2,Covers,87398,AMERICAN,LARGE,GM,8002,9056,11521,12842,8035,9121,11608,12880,NULL,NULL,52117,45005,OH,8155,0,2152
2492,0,7/20/2010,ADESA,2007,3,CHRYSLER,300,Lim,4D SEDAN,BLUE,AUTO,1,Alloy,74868,AMERICAN,SPECIALTY,CHRYSLER,10769,12667,15341,16710,9908,11475,14545,15917,NULL,NULL,52117,45005,OH,10040,0,1389
2493,0,7/20/2010,ADESA,2008,2,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,2,Covers,85170,AMERICAN,VAN,CHRYSLER,10234,12241,14635,16441,10249,12091,15032,16590,NULL,NULL,52117,45005,OH,8980,0,1763
2494,0,7/20/2010,ADESA,2005,5,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L FFV XLT,BLUE,AUTO,1,Alloy,80393,AMERICAN,MEDIUM SUV,FORD,7191,8528,11749,13933,7624,9397,11892,13653,NULL,NULL,52117,45005,OH,8910,0,1893
2495,0,7/20/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,64619,AMERICAN,MEDIUM,CHRYSLER,8127,9382,12164,13285,7924,9187,11324,12590,NULL,NULL,52117,45005,OH,8525,0,1020
2496,0,7/20/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BEIGE,AUTO,2,Covers,83841,AMERICAN,MEDIUM,CHRYSLER,3753,4773,7212,8304,3734,4884,7182,8402,NULL,NULL,52117,45005,OH,5030,0,1503
2497,1,7/20/2010,ADESA,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,GREEN,AUTO,1,Alloy,74419,AMERICAN,MEDIUM,CHRYSLER,4322,5477,7685,8620,4142,5333,7625,8871,NULL,NULL,52117,45005,OH,6035,0,1155
2498,0,7/20/2010,ADESA,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2,Covers,71248,AMERICAN,LARGE,GM,3883,5189,7301,8248,4233,5743,7854,10655,NULL,NULL,52117,45005,OH,6035,0,1974
2499,1,7/20/2010,ADESA,2005,5,CHRYSLER,PACIFICA FWD,Tou,4D SPORT,WHITE,AUTO,1,Alloy,76737,AMERICAN,CROSSOVER,CHRYSLER,6079,7447,8494,10634,6029,7484,9800,10978,NULL,NULL,52117,45005,OH,9010,0,1389
2500,0,7/20/2010,ADESA,2004,6,GMC,1500 SIERRA PICKUP 4,SLE,EXT CAB 5.3L SLE,RED,AUTO,1,Alloy,78159,AMERICAN,LARGE TRUCK,GM,9979,13382,14406,17043,9270,11299,13699,15516,NULL,NULL,52117,45005,OH,11865,0,1974
2501,0,7/20/2010,ADESA,2004,6,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,BLUE,AUTO,1,Alloy,71656,AMERICAN,SMALL SUV,FORD,5780,7152,9323,10700,5305,6810,8578,10456,NULL,NULL,52117,45005,OH,8005,0,1389
2502,0,7/27/2010,ADESA,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,MAROON,AUTO,1,Alloy,90075,AMERICAN,MEDIUM SUV,GM,5414,6638,9477,10716,5664,7095,9497,11161,NULL,NULL,52492,45005,OH,8010,0,1341
2503,0,7/27/2010,ADESA,2008,2,CHRYSLER,300,LX,4D SEDAN,GREY,AUTO,2,Covers,92519,AMERICAN,SPECIALTY,CHRYSLER,11716,13370,15711,17387,10396,11713,14023,15278,NULL,NULL,52492,45005,OH,8960,0,1630
2504,0,7/27/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,GREY,AUTO,2,Covers,69074,AMERICAN,MEDIUM,FORD,3612,4777,6913,8418,3091,4088,6276,7259,NULL,NULL,52492,45005,OH,5785,0,825
2505,0,8/3/2010,ADESA,2006,4,KIA,OPTIMA 4C,LX,4D SEDAN LX,WHITE,AUTO,2,Covers,45298,OTHER ASIAN,MEDIUM,OTHER,4554,5642,7764,8965,4530,5717,7631,8853,NULL,NULL,52117,45005,OH,7095,0,623
2506,0,8/3/2010,ADESA,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L SE,BLACK,AUTO,2,Covers,84363,AMERICAN,SPECIALTY,CHRYSLER,9727,10832,13532,14692,9706,10856,13477,14797,NULL,NULL,52117,45005,OH,8605,0,1503
2507,0,8/3/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,2,Covers,64870,AMERICAN,MEDIUM,CHRYSLER,8150,9344,11919,12922,7693,9035,10905,12328,NULL,NULL,52117,45005,OH,8300,0,1020
2508,0,8/3/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,GREY,AUTO,2,Covers,63389,AMERICAN,MEDIUM,CHRYSLER,8150,9344,11919,12922,8067,9270,11481,12874,NULL,NULL,52117,45005,OH,8325,0,1020
2509,0,8/3/2010,ADESA,2002,8,DODGE,DURANGO 2WD V8,Spo,4D SUV 4.7L,SILVER,AUTO,1,Alloy,83329,AMERICAN,MEDIUM SUV,CHRYSLER,2976,3891,6111,7090,2729,3520,6016,6545,NULL,NULL,52117,45005,OH,5580,0,1803
2510,0,8/10/2010,ADESA,2006,4,FORD,FIVE HUNDRED,SE,4D SEDAN SE,RED,AUTO,1,Alloy,77113,AMERICAN,LARGE,FORD,5928,7518,9730,11517,5555,6845,9439,10924,NULL,NULL,52117,45005,OH,7395,0,1506
2511,0,8/10/2010,ADESA,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,SILVER,AUTO,1,Alloy,92591,AMERICAN,MEDIUM SUV,GM,6432,8243,10470,12295,5919,7214,10111,11507,NULL,NULL,52117,45005,OH,7950,0,2351
2512,0,8/10/2010,ADESA,2009,1,TOYOTA,CAMRY 4C,LE,4D SEDAN CE,BLUE,AUTO,2,Covers,89865,TOP LINE ASIAN,MEDIUM,OTHER,11409,12295,14088,15035,11487,12535,14691,16331,NULL,NULL,52117,45005,OH,10320,0,594
2513,0,8/10/2010,ADESA,2008,2,JEEP,PATRIOT FWD 4C,Spo,4D SUV SPORT,BLUE,AUTO,1,Alloy,76778,AMERICAN,SMALL SUV,CHRYSLER,9877,11260,13605,14620,8114,9511,12683,13873,NULL,NULL,52117,45005,OH,8910,0,920
2514,0,8/10/2010,ADESA,2004,6,DODGE,1500 RAM PICKUP 4WD,ST,QUAD CAB 5.7L,WHITE,AUTO,2,Covers,92200,AMERICAN,LARGE TRUCK,CHRYSLER,12385,15316,16520,19320,8968,11970,13116,15805,NULL,NULL,52117,45005,OH,12030,0,2062
2515,0,8/10/2010,ADESA,2004,6,FORD,MUSTANG V6,Bas,2D COUPE,RED,AUTO,1,Alloy,86329,AMERICAN,SPORTS,FORD,4959,6430,8606,10109,5365,6451,8807,10182,NULL,NULL,52117,45005,OH,6685,0,853
2516,1,8/10/2010,ADESA,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,GREEN,AUTO,NULL,NULL,69505,AMERICAN,MEDIUM,GM,6171,7490,10311,12515,6171,7490,10311,12515,NULL,NULL,52117,45005,OH,6795,0,923
2517,0,8/10/2010,ADESA,2006,4,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.3L,GREY,AUTO,2,Covers,69765,AMERICAN,LARGE TRUCK,GM,8842,10943,13181,15435,7595,9655,11639,14082,NULL,NULL,52117,45005,OH,10520,0,1118
2518,0,8/10/2010,ADESA,2007,3,PONTIAC,G6 V6,Bas,4D SEDAN,BLUE,AUTO,1,Alloy,73549,AMERICAN,MEDIUM,GM,8499,9921,11584,13237,8019,9568,11539,13483,NULL,NULL,52117,45005,OH,7805,0,1272
2519,0,8/10/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,MAROON,AUTO,1,Alloy,81208,AMERICAN,LARGE,GM,6412,8128,9840,11696,5494,6762,8925,10217,NULL,NULL,52117,45005,OH,7495,0,2152
2520,0,8/17/2010,ADESA,2006,4,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,87410,AMERICAN,MEDIUM,GM,7071,8332,10201,11406,5963,7263,9081,10768,NULL,NULL,52117,45005,OH,6135,0,1373
2521,0,8/17/2010,ADESA,2005,5,CHRYSLER,SEBRING V6,Tou,4D SEDAN LXI,WHITE,AUTO,1,Alloy,94305,AMERICAN,MEDIUM,CHRYSLER,4629,5739,8164,9166,2808,4049,6280,7730,NULL,NULL,52117,45005,OH,5280,0,1485
2522,0,8/17/2010,ADESA,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,RED,AUTO,1,Alloy,81916,AMERICAN,MEDIUM,GM,6302,7639,9619,11188,5735,7086,8963,10120,NULL,NULL,52117,45005,OH,7095,0,1113
2523,0,8/17/2010,ADESA,2007,3,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,BLACK,AUTO,2,Covers,71988,AMERICAN,MEDIUM,GM,7165,8347,10670,11986,6676,7865,10146,11259,NULL,NULL,52117,45005,OH,6285,0,1038
2524,0,8/17/2010,ADESA,2006,4,KIA,SPECTRA,EX,4D SEDAN,SILVER,AUTO,2,Covers,63464,OTHER ASIAN,MEDIUM,OTHER,4194,5611,7125,8957,4818,5893,8071,9791,NULL,NULL,52117,45005,OH,6035,0,533
2525,0,8/17/2010,ADESA,2003,7,CHEVROLET,AVALANCHE 1500 2WD V,150,4D SUV-PICKUP 5.3L,GREEN,AUTO,1,Alloy,79700,AMERICAN,LARGE TRUCK,GM,8285,9781,11355,12429,8570,9605,11688,12609,YES,GREEN,52117,45005,OH,11225,0,1572
2526,0,8/17/2010,ADESA,2004,6,FORD,ESCAPE 2WD V6,XLS,4D CUV 3.0L XLS,BLUE,AUTO,1,Alloy,88596,AMERICAN,SMALL SUV,FORD,4055,5043,8090,9028,4091,5401,7292,9628,NULL,NULL,52117,45005,OH,5985,0,983
2527,0,8/17/2010,ADESA,2004,6,JEEP,LIBERTY 4WD V6,Spo,4D SUV,BEIGE,AUTO,1,Alloy,95539,AMERICAN,SMALL SUV,CHRYSLER,6156,7656,9532,11207,5968,7472,9208,10942,NULL,NULL,52117,45005,OH,7955,0,1053
2528,0,8/17/2010,ADESA,2003,7,CHEVROLET,1500 SILVERADO PICKU,W/T,EXT CAB 5.3L,WHITE,AUTO,1,Alloy,67758,AMERICAN,LARGE TRUCK,GM,6919,8357,10630,12264,6404,7930,10872,11777,NULL,NULL,52117,45005,OH,10075,0,1320
2529,0,8/17/2010,ADESA,2004,6,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 5.3L,GREY,AUTO,1,Alloy,66824,AMERICAN,LARGE TRUCK,GM,7685,10013,11752,13991,6730,8324,10774,12604,YES,GREEN,52117,45005,OH,11475,0,1020
2530,0,8/17/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,66210,AMERICAN,COMPACT,GM,4842,6011,8385,9468,4605,5847,7930,8978,NULL,NULL,52117,45005,OH,5985,0,728
2531,0,8/17/2010,ADESA,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLACK,AUTO,2,Covers,60882,AMERICAN,MEDIUM,CHRYSLER,8079,9275,11604,12902,7424,8653,11173,12526,NULL,NULL,52117,45005,OH,8525,0,1020
2532,0,8/17/2010,ADESA,2008,2,CHRYSLER,SEBRING 4C,LX,4D SEDAN LX,BLACK,AUTO,2,Covers,69576,AMERICAN,MEDIUM,CHRYSLER,7827,8583,11710,12497,7848,8808,12204,13222,NULL,NULL,52117,45005,OH,8125,0,1020
2533,0,8/17/2010,ADESA,2003,7,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,RED,AUTO,1,Alloy,94095,AMERICAN,MEDIUM,GM,3565,4752,6291,7273,3067,4291,6143,8594,NULL,NULL,52117,45005,OH,5180,0,2939
2534,0,8/24/2010,ADESA,2005,5,NISSAN,SENTRA,Bas,4D SEDAN 1.8,WHITE,AUTO,1,Alloy,68631,TOP LINE ASIAN,COMPACT,OTHER,4525,5586,7836,9050,4099,5117,7292,8506,NO,GREEN,52117,45005,OH,6245,0,533
2535,1,8/24/2010,ADESA,2003,7,FORD,EXPEDITION 4WD V8,XLT,4D SUV 4.6L XLT,BLACK,AUTO,1,Alloy,83124,AMERICAN,LARGE SUV,FORD,6954,8194,11003,12299,6923,7982,10957,12115,NULL,NULL,52117,45005,OH,9410,0,1803
2536,0,8/24/2010,ADESA,2005,5,PONTIAC,G6 V6,Bas,4D SEDAN,GREY,AUTO,1,Alloy,72300,AMERICAN,MEDIUM,GM,5288,6700,9047,10599,5743,6830,9259,10856,NULL,NULL,52117,45005,OH,6955,0,1272
2537,0,8/24/2010,ADESA,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,SILVER,AUTO,1,Alloy,70617,AMERICAN,MEDIUM SUV,GM,6713,7698,10086,11443,6003,7418,9639,11625,NULL,NULL,52117,45005,OH,7595,0,1389
2538,0,8/24/2010,ADESA,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,BLUE,AUTO,2,Covers,90011,AMERICAN,MEDIUM,CHRYSLER,3217,4499,6602,7870,3690,4777,6961,8140,NO,GREEN,52117,45005,OH,4125,0,1341
2539,0,8/24/2010,ADESA,2004,6,MITSUBISHI,ENDEAVOR FWD,LS,4D SPORT UTILITY LS,RED,AUTO,1,Alloy,72743,OTHER ASIAN,MEDIUM SUV,OTHER,4648,5688,7619,9363,4917,6178,8158,9459,NULL,NULL,52117,45005,OH,7905,0,569
2540,0,8/24/2010,ADESA,2006,4,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.3L,RED,AUTO,1,Alloy,92623,AMERICAN,LARGE TRUCK,GM,8375,10776,12720,15263,7348,9954,12010,15297,NULL,NULL,52117,45005,OH,8410,0,1485
2541,0,8/24/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,RED,AUTO,2,Covers,63490,AMERICAN,MEDIUM,CHRYSLER,7472,8495,11156,12178,7145,8326,11017,11962,NULL,NULL,52117,45005,OH,8005,0,1020
2542,0,8/24/2010,ADESA,2004,6,FORD,F150 PICKUP 2WD V8,XL,EXT CAB 4.6L STX,BLUE,AUTO,1,Alloy,95628,AMERICAN,LARGE TRUCK,FORD,7671,9764,12315,14270,6472,7996,10327,11971,NULL,NULL,52117,45005,OH,8765,0,909
2543,0,8/24/2010,ADESA,2007,3,KIA,OPTIMA 4C,EX,4D SEDAN,GREY,AUTO,2,Covers,54567,OTHER ASIAN,MEDIUM,OTHER,5621,6300,8820,9541,6536,7368,9582,10337,NULL,NULL,52117,45005,OH,7405,0,671
2544,0,8/31/2010,ADESA,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BROWN,AUTO,2,Covers,67152,TOP LINE ASIAN,MEDIUM,OTHER,10578,12073,14118,16114,10369,12172,14541,16707,NULL,NULL,52117,45005,OH,10470,0,630
2545,0,8/31/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,SILVER,AUTO,1,Alloy,77741,AMERICAN,MEDIUM,CHRYSLER,8478,9619,12015,13309,7731,9217,11140,12899,NULL,NULL,52117,45005,OH,7595,0,1155
2546,1,8/31/2010,ADESA,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,SILVER,AUTO,1,Alloy,46080,AMERICAN,LARGE TRUCK,CHRYSLER,8254,10377,12752,14743,8417,10222,13577,15466,NULL,NULL,52117,45005,OH,11325,0,693
2547,0,8/31/2010,ADESA,2005,5,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,BLACK,AUTO,1,Alloy,64498,OTHER ASIAN,MEDIUM,OTHER,4945,6196,8657,10206,4355,5510,7342,8845,NULL,NULL,52117,45005,OH,7595,0,533
2548,0,8/31/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,MAROON,AUTO,1,Alloy,91132,AMERICAN,MEDIUM,FORD,4474,6282,7757,9622,3138,4301,6447,7579,NULL,NULL,52117,45005,OH,5985,0,1053
2549,0,8/31/2010,ADESA,2003,7,FORD,FOCUS,SE,4D SEDAN SE,GREEN,AUTO,1,Alloy,78361,AMERICAN,COMPACT,FORD,2617,3447,5709,6464,2531,3386,5383,6200,NULL,NULL,52117,45005,OH,4880,0,1455
2550,0,9/7/2010,ADESA,2006,4,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,GREY,AUTO,2,Covers,74751,AMERICAN,MEDIUM,GM,6051,7459,9840,11059,5859,7332,9604,11004,NULL,NULL,52117,45005,OH,6235,0,1272
